
Linux 2.6.32-431.3.1.el6.x86_64 (localhost.localdomain) 	03/02/14 	_x86_64_	(2 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    42.67    0.00   76.00     0.00   554.67     7.30     0.16    2.14   2.04  15.47
sdb               0.00    39.00    0.00  103.33     0.00   746.67     7.23     0.33    3.17   3.04  31.40
sdc               0.00    39.67    0.00  111.00     0.00   813.33     7.33     0.38    3.41   3.17  35.20
sdd               0.00    42.33    0.00   78.00     0.00   570.67     7.32     0.20    2.53   2.44  19.00
dm-0              0.00     0.00    0.00  384.67     0.00  2685.33     6.98     0.95    2.47   2.08  80.03
dm-1              0.00     0.00    0.00  384.67     0.00  2685.33     6.98     0.95    2.47   2.08  80.10
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.02    8.83   8.83   1.77
dm-5              0.00     0.00    0.00  331.67     0.00  2645.33     7.98     0.92    2.76   2.42  80.13
dm-6              0.00     0.00    0.00    3.33     0.00    26.67     8.00     0.02    5.00   4.80   1.60

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    60.00    0.00  100.00     0.00   896.00     8.96     0.33    3.29   3.18  31.83
sdb               0.00    60.67    0.00   75.67     0.00   706.67     9.34     0.18    2.32   2.32  17.53
sdc               0.00    61.00    0.00   77.00     0.00   720.00     9.35     0.22    2.80   2.41  18.53
sdd               0.00    63.00    0.00  107.67     0.00   984.00     9.14     0.36    3.33   3.22  34.63
dm-0              0.00     0.00    0.00  461.33     0.00  3306.67     7.17     1.14    2.47   1.70  78.50
dm-1              0.00     0.00    0.00  461.33     0.00  3306.67     7.17     1.14    2.47   1.70  78.60
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.02    9.33   8.83   1.77
dm-5              0.00     0.00    0.00  409.00     0.00  3264.00     7.98     1.11    2.71   1.92  78.63
dm-6              0.00     0.00    0.00    3.00     0.00    24.00     8.00     0.02    5.78   5.78   1.73

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    35.67    0.00   82.33     0.00   706.67     8.58     0.21    2.53   2.49  20.53
sdb               0.00    34.33    0.00  107.33     0.00   824.00     7.68     0.37    3.45   3.41  36.57
sdc               2.33    34.33    0.33   92.67    21.33   709.33     7.86     0.28    3.05   2.94  27.33
sdd               2.33    33.67    0.33   75.33    21.33   560.00     7.68     0.17    2.22   2.06  15.60
dm-0              0.00     0.00    5.33  352.67    42.67  2800.00     7.94     0.87    2.43   2.23  79.80
dm-1              0.00     0.00    0.00  352.67     0.00  2800.00     7.94     0.87    2.47   2.27  79.97
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    5.33    0.00    42.67     0.00     8.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  307.00     0.00  2802.67     9.13     0.87    2.84   2.61  80.03
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    51.33    0.00   93.67     0.00   912.00     9.74     0.29    3.09   2.67  25.03
sdb               0.00    48.33    0.00   77.00     0.00   690.67     8.97     0.16    2.08   2.01  15.50
sdc               2.33    50.67    0.33   91.33    21.33   821.33     9.19     0.24    2.60   2.48  22.70
sdd               0.00    52.00    0.00  111.67     0.00   989.33     8.86     0.40    3.55   3.44  38.40
dm-0              0.00     0.00    2.67  428.67    21.33  3413.33     7.96     1.30    3.02   1.84  79.40
dm-1              0.00     0.00    0.00  428.67     0.00  3413.33     7.96     1.30    3.04   1.85  79.47
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.00    1.00   0.13   0.03
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  378.33     0.00  3386.67     8.95     1.29    3.42   2.10  79.43
dm-6              0.00     0.00    0.00    3.00     0.00    24.00     8.00     0.01    4.11   3.89   1.17

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    29.33    0.00   89.67     0.00   573.33     6.39     0.24    2.71   2.70  24.23
sdb               0.00    32.00    0.00  105.33     0.00   720.00     6.84     0.39    3.72   3.60  37.90
sdc               0.00    31.00    0.00   84.00     0.00   541.33     6.44     0.22    2.62   2.56  21.47
sdd               0.00    28.33    0.00   70.33     0.00   410.67     5.84     0.14    2.03   2.03  14.27
dm-0              0.00     0.00    0.00  328.00     0.00  2245.33     6.85     0.87    2.65   2.43  79.80
dm-1              0.00     0.00    0.00  328.00     0.00  2245.33     6.85     0.87    2.65   2.43  79.83
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  281.67     0.00  2245.33     7.97     0.87    3.09   2.84  79.97
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    32.00    0.00   81.00     0.00   634.67     7.84     0.19    2.32   2.26  18.33
sdb               0.00    29.67    0.00   76.00     0.00   552.00     7.26     0.17    2.19   2.10  15.97
sdc               0.00    29.67    0.00   97.67     0.00   709.33     7.26     0.32    3.29   3.22  31.40
sdd               0.00    30.33    0.00  108.33     0.00   800.00     7.38     0.43    3.97   3.67  39.80
dm-0              0.00     0.00    0.00  338.67     0.00  2696.00     7.96     0.89    2.62   2.38  80.70
dm-1              0.00     0.00    0.00  338.67     0.00  2696.00     7.96     0.89    2.62   2.38  80.70
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    4.60   4.00   0.67
dm-5              0.00     0.00    0.00  288.67     0.00  2666.67     9.24     0.86    3.00   2.78  80.23
dm-6              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.02    8.83   8.83   1.77

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    51.33    0.00   94.00     0.00   810.67     8.62     0.34    3.65   3.57  33.53
sdb               0.00    49.67    0.00   95.00     0.00   802.67     8.45     0.38    3.97   3.83  36.40
sdc               0.00    46.00    0.00   69.33     0.00   568.00     8.19     0.17    2.45   2.44  16.90
sdd               0.00    47.33    0.00   68.00     0.00   568.00     8.35     0.16    2.32   2.31  15.70
dm-0              0.00     0.00    0.00  388.00     0.00  2749.33     7.09     1.34    3.46   2.08  80.70
dm-1              0.00     0.00    0.00  388.00     0.00  2749.33     7.09     1.35    3.46   2.08  80.83
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  345.33     0.00  2752.00     7.97     1.35    3.90   2.34  80.93
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    31.00    0.00   77.00     0.00   610.67     7.93     0.15    1.93   1.84  14.20
sdb               0.00    28.00    0.00   84.00     0.00   589.33     7.02     0.22    2.60   2.51  21.10
sdc               0.00    29.33    0.00  110.67     0.00   789.33     7.13     0.38    3.42   3.31  36.63
sdd               0.00    32.33    0.00   97.67     0.00   728.00     7.45     0.34    3.42   2.96  28.93
dm-0              0.00     0.00    0.00  342.00     0.00  2717.33     7.95     0.99    2.88   2.35  80.30
dm-1              0.00     0.00    0.00  342.00     0.00  2717.33     7.95     0.99    2.89   2.35  80.33
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  293.33     0.00  2701.33     9.21     0.98    3.34   2.74  80.47
dm-6              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.01    5.83   5.83   1.17

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    47.00    0.00  104.33     0.00   842.67     8.08     0.34    3.25   3.20  33.43
sdb               0.00    50.67    0.00   84.33     0.00   712.00     8.44     0.27    3.24   3.20  27.00
sdc               0.00    49.33    0.00   71.00     0.00   594.67     8.38     0.16    2.31   2.21  15.70
sdd               0.00    46.33    0.00   82.33     0.00   658.67     8.00     0.25    3.02   2.98  24.57
dm-0              0.00     0.00    0.00  397.00     0.00  2808.00     7.07     1.17    2.96   2.00  79.23
dm-1              0.00     0.00    0.00  397.00     0.00  2808.00     7.07     1.17    2.96   2.00  79.33
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.33     0.00    10.67     8.00     0.01    5.25   5.25   0.70
dm-5              0.00     0.00    0.00  349.00     0.00  2786.67     7.98     1.16    3.34   2.27  79.30
dm-6              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.00    3.00   1.00   0.10

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    34.00    0.00   75.00     0.00   477.33     6.36     0.15    2.04   2.01  15.07
sdb               0.00    35.33    0.00   94.00     0.00   640.00     6.81     0.27    2.92   2.86  26.90
sdc               0.00    40.67    0.00  110.33     0.00   813.33     7.37     0.38    3.45   3.39  37.40
sdd               0.00    39.33    0.00   86.00     0.00   610.67     7.10     0.23    2.66   2.33  20.03
dm-0              0.00     0.00    0.00  367.00     0.00  2541.33     6.92     0.97    2.64   2.16  79.40
dm-1              0.00     0.00    0.00  367.00     0.00  2541.33     6.92     0.97    2.64   2.16  79.43
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  308.33     0.00  2453.33     7.96     0.87    2.83   2.58  79.50
dm-6              0.00     0.00    0.00   11.33     0.00    90.67     8.00     0.10    8.71   1.38   1.57

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    43.19    0.00  117.61     0.00  1020.60     8.68     0.37    3.19   3.18  37.38
sdb               0.00    45.51    0.00   85.05     0.00   738.87     8.69     0.19    2.21   2.09  17.81
sdc               0.00    36.54    0.00   79.73     0.00   584.72     7.33     0.16    1.99   1.91  15.22
sdd               0.00    39.87    0.00  105.65     0.00   815.95     7.72     0.31    2.93   2.80  29.57
dm-0              0.00     0.00    0.00  399.34     0.00  3160.13     7.91     0.87    2.19   1.95  77.84
dm-1              0.00     0.00    0.00  399.34     0.00  3160.13     7.91     0.88    2.20   1.95  78.01
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  349.83     0.00  3157.48     9.03     0.88    2.51   2.23  78.11
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    65.67    0.00   78.67     0.00   760.00     9.66     0.19    2.37   2.25  17.70
sdb               0.00    61.00    0.00  105.00     0.00   936.00     8.91     0.35    3.30   3.12  32.80
sdc               0.00    60.33    0.00  110.33     0.00   973.33     8.82     0.37    3.31   3.21  35.37
sdd               0.00    64.67    0.00   78.33     0.00   752.00     9.60     0.19    2.41   2.35  18.43
dm-0              0.00     0.00    0.00  477.00     0.00  3421.33     7.17     1.25    2.62   1.66  79.40
dm-1              0.00     0.00    0.00  477.00     0.00  3421.33     7.17     1.25    2.63   1.66  79.40
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.02    9.40   8.80   1.47
dm-5              0.00     0.00    0.00  423.67     0.00  3378.67     7.97     1.23    2.90   1.87  79.30
dm-6              0.00     0.00    0.00    4.00     0.00    32.00     8.00     0.01    3.08   2.42   0.97

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    34.67    0.00   98.00     0.00   837.33     8.54     0.35    3.54   3.44  33.70
sdb               0.00    38.00    0.00   73.00     0.00   605.33     8.29     0.15    2.02   1.94  14.17
sdc               0.00    39.33    0.00   74.67     0.00   616.00     8.25     0.16    2.15   2.15  16.07
sdd               0.00    36.67    0.00  106.33     0.00   845.33     7.95     0.39    3.69   3.56  37.83
